#
# Version to read with FileManager
#
event_count chip_id(decimal) hit_x hit_y
19 633 825 142
19 633 825 143
19 633 824 143
20 114 55 54
20 114 56 54
20 121 875 183
20 370 8 472
20 370 229 47
20 370 228 48
20 370 229 48
20 372 978 278
20 626 403 42
20 626 404 42
21 121 875 183
21 122 789 482
21 370 8 472
21 372 978 278
22 124 903 112
22 370 8 472
22 372 978 278
22 380 991 31
23 370 8 472
23 372 978 278
24 115 39 190
24 115 39 191
24 370 8 472
24 372 978 278
24 626 988 298
24 626 989 298
24 626 989 299
24 626 988 299
24 626 988 300
24 626 989 300
25 116 827 129
25 116 827 130
25 116 828 128
25 116 829 129
25 116 828 129
25 116 828 130
25 116 829 130
25 121 875 183
25 370 8 472
25 372 978 278
26 112 689 179
26 112 689 180
26 116 17 253
26 368 583 142
26 370 8 472
26 370 975 230
26 372 978 278
26 624 489 98
26 624 489 99
26 624 490 98
26 624 490 99
27 114 550 288
27 114 550 289
27 370 8 472
27 370 557 264
27 372 978 278
27 380 782 198
27 626 565 241
27 626 564 241
28 113 298 95
28 113 298 96
28 369 234 55
28 369 234 56
28 370 8 472
28 372 978 278
28 380 782 198
28 625 171 16
28 625 171 17
28 625 172 16
29 116 17 253
29 120 228 57
29 370 8 472
29 372 978 278
29 376 310 24
29 376 311 24
29 376 311 25
29 376 310 25
29 628 630 0
30 370 8 472
30 372 978 278
30 626 844 297
31 122 911 297
31 122 912 297
31 370 8 472
31 372 978 278
31 378 819 392
31 378 819 393
31 378 820 392
31 378 820 393
31 634 719 482
31 634 719 483
31 634 720 482
31 634 720 483
32 123 523 55
32 123 524 55
32 370 8 472
32 372 978 278
32 379 400 138
32 379 400 139
32 635 277 221
32 635 276 221
32 635 276 222
32 635 277 222
32 635 276 223
33 370 8 472
33 372 978 278
33 376 193 214
33 376 193 215
33 376 194 214
33 376 194 215
33 632 493 182
33 632 493 183
33 632 494 182
33 632 494 183
34 113 809 230
34 369 831 271
34 370 8 472
34 372 978 278
34 372 1021 63
34 377 54 414
34 625 854 312
35 116 17 253
35 122 155 132
35 122 155 133
35 370 8 472
35 372 978 278
35 378 299 155
35 378 298 155
35 378 298 156
35 378 299 156
35 634 443 178
35 634 443 179
35 634 444 178
35 634 444 179
36 370 8 472
36 372 978 278
37 112 447 361
37 112 447 362
37 112 446 364
37 112 448 360
37 112 449 361
37 112 448 361
37 112 448 362
37 112 449 362
37 112 449 363
37 112 450 362
37 368 326 348
37 370 8 472
37 372 978 278
37 624 206 332
38 114 827 370
38 370 8 472
38 370 801 375
38 370 800 375
38 370 800 376
38 370 801 376
38 372 978 278
38 377 54 414
38 626 774 381
38 626 774 382
38 626 775 382
39 370 8 472
39 372 978 278
39 377 54 414
40 113 795 19
40 113 794 20
40 113 795 20
40 113 887 179
40 113 887 180
40 113 888 179
40 113 888 180
40 116 17 253
40 370 8 472
40 370 77 179
40 370 76 179
40 372 978 278
40 626 299 179
40 626 298 179
40 626 298 180
40 626 299 180
40 634 844 19
40 634 844 20
41 121 875 183
41 370 8 472
41 372 978 278
42 122 445 451
42 122 445 452
42 122 446 452
42 370 8 472
42 370 975 230
42 372 978 278
42 378 317 425
42 378 316 425
42 378 316 426
42 378 317 426
43 114 980 76
43 114 980 77
43 370 8 472
43 370 887 81
43 370 887 82
43 372 978 278
43 626 795 87
43 626 794 87
43 626 794 88
43 626 795 88
44 124 872 309
44 124 872 310
44 124 873 310
44 370 8 472
44 372 978 278
44 380 840 294
44 380 841 294
44 380 841 295
44 380 840 295
44 636 791 301
44 636 792 301
44 636 792 302
45 120 483 293
45 120 482 293
45 370 8 472
45 372 978 278
45 376 503 262
45 376 503 263
45 376 504 263
45 632 523 231
45 632 523 232
45 632 524 231
45 632 524 232
46 113 776 153
46 113 776 154
46 113 777 154
46 369 829 123
46 369 828 123
46 369 828 124
46 369 829 124
46 370 8 472
46 372 978 278
46 625 882 93
47 123 275 258
47 123 275 259
47 123 274 259
47 123 276 259
47 370 8 472
47 372 978 278
47 379 429 255
47 635 583 251
47 635 582 251
47 635 582 252
47 635 583 252
48 112 902 159
48 121 875 183
48 368 964 188
48 370 8 472
48 372 978 278
49 370 8 472
49 372 978 278
50 370 8 472
50 372 978 278
50 377 54 414
50 380 782 198
51 115 289 255
51 115 289 256
51 115 290 256
51 370 8 472
51 371 489 254
51 371 489 255
51 371 488 255
51 372 978 278
51 627 690 254
51 627 691 254
51 627 690 255
52 123 866 200
52 123 867 200
52 370 8 472
52 372 978 278
52 379 857 261
52 379 857 262
52 379 858 262
52 635 847 324
53 370 8 472
53 372 978 278
54 114 59 414
54 114 59 415
54 116 17 253
54 370 8 472
54 370 112 508
54 370 113 508
54 370 113 509
54 370 112 509
54 372 978 278
55 116 383 499
55 116 384 498
55 116 385 498
55 116 385 499
55 116 384 499
55 116 384 500
55 116 385 500
55 116 386 498
55 116 386 499
55 116 386 500
55 370 8 472
55 372 341 486
55 372 343 485
55 372 342 485
55 372 342 486
55 372 343 486
55 372 343 487
55 372 342 487
55 372 344 486
55 372 978 278
55 377 54 414
56 114 4 243
56 114 4 244
56 114 5 244
56 114 5 245
56 114 4 245
56 114 4 246
56 114 5 246
56 369 945 324
56 369 945 325
56 369 946 325
56 370 8 472
56 372 978 278
56 625 865 427
56 625 864 428
56 625 865 428
57 370 8 472
57 372 978 278
58 370 8 472
58 372 978 278
58 380 782 198
59 122 394 248
59 122 395 248
59 122 395 249
59 122 394 249
59 122 798 262
59 122 799 262
59 122 800 264
59 370 8 472
59 372 978 278
59 378 524 203
59 378 524 204
59 378 538 204
59 378 539 204
59 378 538 205
59 378 769 315
59 378 768 315
59 378 768 316
59 378 769 316
59 634 737 360
59 634 737 361
60 116 17 253
60 370 8 472
60 372 978 278
61 116 17 253
61 124 375 189
61 124 374 189
61 124 374 190
61 124 375 190
61 370 8 472
61 371 178 87
61 372 978 278
61 380 265 206
61 380 266 206
61 636 155 223
61 636 154 223
61 636 154 224
61 636 155 224
61 636 155 225
61 636 154 225
62 115 1002 424
62 115 1003 424
62 115 1003 425
62 115 1002 425
62 370 8 472
62 372 186 396
62 372 187 396
62 372 186 397
62 372 978 278
62 628 399 368
62 628 400 367
62 628 400 368
62 628 953 131
62 628 954 131
63 116 17 253
63 124 874 436
63 124 875 437
63 124 874 437
63 370 8 472
63 372 978 278
63 380 937 407
63 380 936 407
63 636 998 378
63 636 999 378
64 370 8 472
64 372 978 278
64 378 640 452
65 370 8 472
65 372 978 278
66 114 653 332
66 114 654 332
66 122 789 482
66 370 8 472
66 370 767 341
66 370 768 340
66 370 768 341
66 372 978 278
66 626 883 350
66 626 889 347
66 626 888 347
66 626 889 348
67 370 8 472
67 372 978 278
68 120 393 470
68 370 8 472
68 372 978 278
69 370 8 472
69 372 978 278
69 377 54 414
70 113 725 304
70 369 625 256
70 369 625 257
70 369 626 256
70 369 626 257
70 370 8 472
70 372 978 278
70 625 525 208
70 625 526 208
70 625 526 209
71 370 8 472
71 372 978 278
72 116 17 253
72 122 520 98
72 122 521 98
72 122 521 99
72 122 520 99
72 122 522 98
72 122 522 99
72 370 8 472
72 372 978 278
72 378 250 10
72 378 251 10
72 378 250 11
72 627 11 71
72 627 10 72
72 627 11 72
72 627 11 73
72 627 12 71
72 627 12 72
72 627 12 73
73 116 17 253
73 123 283 85
73 123 284 85
73 370 8 472
73 372 978 278
73 379 414 136
73 379 415 136
73 379 415 137
73 379 414 137
73 635 547 186
73 635 547 187
73 635 548 186
73 635 548 187
74 113 515 133
74 113 516 133
74 369 659 114
74 369 659 115
74 369 660 115
74 370 8 472
74 372 978 278
74 625 804 96
75 115 130 299
75 370 8 472
75 371 317 319
75 372 978 278
75 627 504 340
75 627 505 340
76 370 8 472
76 372 978 278
77 116 27 108
77 116 27 109
77 116 28 108
77 116 28 109
77 370 8 472
77 372 242 98
77 372 243 98
77 372 243 99
77 372 242 99
77 372 978 278
77 628 458 90
77 628 458 91
78 115 391 352
78 115 391 353
78 115 390 353
78 115 390 354
78 115 391 354
78 115 391 355
78 115 393 351
78 115 392 352
78 115 393 352
78 115 393 353
78 115 392 353
78 115 392 354
78 115 393 354
78 115 394 352
78 115 394 353
78 370 8 472
78 371 455 300
78 372 978 278
78 627 520 247
79 123 695 12
79 123 695 13
79 123 696 12
79 123 696 13
79 369 251 75
79 369 250 75
79 370 8 472
79 372 978 278
79 625 174 170
79 625 175 170
79 625 175 171
79 625 174 171
80 121 861 295
80 121 861 296
80 121 861 297
80 121 863 295
80 121 862 295
80 121 862 296
80 121 863 296
80 121 863 297
80 121 862 297
80 370 8 472
80 372 978 278
80 377 770 295
80 377 770 296
80 380 782 198
80 633 675 294
81 112 255 206
81 112 255 207
81 368 164 201
81 370 8 472
81 372 978 278
81 624 73 194
81 624 73 195
81 624 72 195
82 114 980 389
82 114 980 390
82 121 875 183
82 370 8 472
82 370 863 373
82 370 863 374
82 370 864 373
82 370 864 374
82 372 978 278
82 626 746 358
82 626 746 359
83 121 875 183
83 124 629 107
83 124 629 108
83 370 8 472
83 370 975 230
83 372 978 278
83 380 745 159
83 380 746 159
84 120 613 378
84 120 613 379
84 120 614 378
84 370 8 472
84 372 978 278
84 376 608 377
84 632 601 374
84 632 601 375
84 632 602 374
84 632 602 375
85 121 875 183
85 370 8 472
85 370 975 230
85 372 978 278
86 370 8 472
86 372 978 278
87 116 530 192
87 116 531 192
87 116 530 193
87 370 8 472
87 372 812 230
87 372 813 230
87 372 813 231
87 372 812 231
87 372 978 278
88 124 170 379
88 124 170 380
88 370 8 472
88 372 978 278
88 380 328 333
88 380 328 334
88 636 486 288
88 636 487 288
88 636 487 289
88 636 486 289
89 115 804 84
89 115 805 84
89 115 804 85
89 370 8 472
89 372 97 77
89 372 96 77
89 372 96 78
89 372 97 78
89 372 978 278
89 628 419 70
89 628 419 71
89 628 420 70
89 628 420 71
90 114 97 197
90 120 393 470
90 370 8 472
90 370 65 174
90 370 65 175
90 372 978 278
90 626 33 152
90 626 33 153
90 626 34 152
90 626 34 153
91 370 8 472
91 372 978 278
92 122 511 169
92 370 8 472
92 372 978 278
92 378 499 230
92 378 499 231
92 634 486 292
92 634 487 292
93 121 875 183
93 122 789 482
93 123 561 153
93 123 560 153
93 123 560 154
93 123 561 154
93 370 8 472
93 372 978 278
93 379 829 214
93 379 829 215
93 379 828 215
93 636 65 276
93 636 65 277
93 636 66 276
93 636 66 277
94 122 884 172
94 122 884 173
94 370 8 472
94 372 978 278
94 378 920 227
94 378 920 228
94 634 956 282
94 634 956 283
95 121 752 286
95 121 753 286
95 121 753 287
95 121 752 287
95 121 754 286
95 121 754 287
95 122 789 482
95 370 8 472
95 372 978 278
95 377 663 273
95 377 663 274
95 633 572 259
96 120 217 241
96 120 216 241
96 370 8 472
96 372 978 278
96 376 281 297
96 632 345 352
96 632 345 353
96 632 346 351
96 632 346 352
96 632 347 352
96 632 347 353
96 632 346 353
96 632 346 354
97 114 73 60
97 114 73 61
97 370 7 68
97 370 7 69
97 370 6 69
97 370 8 472
97 372 978 278
97 624 711 310
97 625 971 77
98 116 17 253
98 116 797 345
98 116 797 346
98 116 798 345
98 116 798 346
98 370 8 472
98 372 705 386
98 372 705 387
98 372 706 386
98 372 706 387
98 372 978 278
98 628 612 428
98 628 613 429
98 628 612 429
99 113 779 347
99 113 778 347
99 113 778 348
99 113 779 348
99 369 827 349
99 369 828 348
99 369 828 349
99 370 8 472
99 372 978 278
99 625 877 349
99 625 877 350
99 625 878 349
99 625 878 350
100 370 8 472
100 372 978 278
101 114 181 310
101 114 182 309
101 114 182 310
101 370 8 472
101 370 320 368
101 370 320 369
101 372 978 278
101 380 782 198
101 626 459 428
101 626 459 429
101 626 460 428
101 626 460 429
102 115 569 95
102 115 569 96
102 115 570 95
102 115 570 96
102 370 8 472
102 371 606 114
102 372 978 278
102 627 642 130
102 627 643 131
102 627 642 131
103 370 8 472
103 372 978 278
104 121 143 147
104 121 142 147
104 121 875 183
104 370 8 472
104 372 978 278
104 377 113 115
104 377 113 116
104 377 113 117
104 377 114 116
104 633 83 84
104 633 84 84
105 116 17 253
105 370 8 472
105 372 978 278
106 120 259 272
106 120 259 273
106 121 875 183
106 370 8 472
106 372 978 278
106 376 112 226
106 376 112 227
107 112 99 165
107 368 136 108
107 368 136 109
107 370 8 472
107 372 978 278
107 624 174 51
107 624 174 52
108 120 289 123
108 120 289 124
108 120 290 123
108 120 290 124
108 370 8 472
108 372 978 278
108 376 164 44
108 628 987 29
108 628 986 29
108 628 987 30
109 116 17 253
109 116 134 56
109 116 135 56
109 116 134 57
109 370 8 472
109 372 412 84
109 372 412 85
109 372 978 278
109 628 690 114
109 628 691 114
110 121 875 183
110 124 558 183
110 370 8 472
110 372 978 278
110 380 490 108
110 380 490 109
110 636 422 34
111 115 172 4
111 115 173 4
111 370 8 472
111 371 294 4
111 371 295 4
111 372 978 278
111 627 417 4
111 627 417 5
111 627 418 4
111 627 418 5
112 120 259 331
112 120 260 331
112 120 260 332
112 370 8 472
112 372 978 278
113 116 17 253
113 122 441 165
113 122 440 165
113 122 441 166
113 370 8 472
113 372 978 278
113 378 396 138
113 378 397 138
113 378 397 139
113 378 396 139
113 634 351 111
113 634 352 111
114 116 978 82
114 116 979 82
114 120 393 470
114 370 8 472
114 372 978 278
115 123 88 365
115 123 88 366
115 123 89 366
115 370 8 472
115 372 978 278
115 378 1015 360
115 378 1015 361
115 634 907 355
115 634 906 356
115 634 907 356
115 634 907 357
115 634 906 357
115 634 907 358
115 634 907 359
115 634 908 354
115 634 909 354
115 634 909 355
115 634 908 355
115 634 908 356
115 634 909 356
115 634 909 357
115 634 908 357
115 634 908 358
115 634 909 358
115 634 908 359
116 123 750 36
116 123 751 36
116 370 8 472
116 372 978 278
116 379 653 53
116 379 652 53
116 379 652 54
116 379 653 54
116 635 555 73
116 635 555 76
116 635 556 73
117 122 789 482
117 123 221 215
117 370 8 472
117 372 978 278
117 379 237 185
117 379 236 185
117 379 236 186
117 379 237 186
117 635 251 155
118 115 267 65
118 115 266 65
118 370 8 472
118 372 978 278
118 633 513 57
118 633 513 58
118 633 514 57
118 633 514 58
119 113 629 174
119 113 629 175
119 113 630 174
119 113 630 175
119 369 588 138
119 369 589 138
119 369 589 139
119 369 588 139
119 370 8 472
119 372 978 278
119 377 54 414
119 380 782 198
119 625 549 101
119 625 548 101
119 625 548 102
119 625 549 102
119 625 549 103
119 625 548 103
120 123 239 355
120 123 240 355
120 123 240 356
120 370 8 472
120 372 978 278
120 378 999 375
120 378 999 376
120 378 1000 375
120 378 1000 376
120 634 709 368
120 634 710 368
121 115 279 245
121 115 279 246
121 370 8 472
121 371 629 202
121 371 630 202
121 371 630 203
121 372 978 278
121 627 983 159
121 627 982 159
121 627 982 160
121 627 983 160
122 113 513 5
122 113 512 6
122 113 513 6
122 113 513 7
122 113 514 6
122 369 351 36
122 369 352 35
122 369 352 36
122 370 8 472
122 370 975 230
122 372 978 278
122 377 54 414
122 625 191 65
122 625 190 65
122 625 190 66
123 114 191 142
123 370 8 472
123 370 222 228
123 370 223 229
123 370 222 229
123 370 222 230
123 370 223 230
123 372 978 278
123 626 255 317
124 120 712 385
124 370 8 472
124 372 978 278
124 376 597 455
124 376 597 456
124 376 598 455
124 376 598 456
125 112 830 140
125 368 769 85
125 368 768 85
125 368 768 86
125 368 769 86
125 370 8 472
125 372 978 278
125 624 707 31
126 113 201 181
126 113 202 181
126 121 875 183
126 369 175 247
126 370 8 472
126 372 978 278
126 625 149 312
126 625 149 313
127 116 17 253
127 121 875 183
127 370 8 472
127 372 978 278
128 123 27 322
128 370 8 472
128 372 978 278
128 378 996 388
128 634 932 454
128 634 933 454
128 634 933 455
128 634 932 455
129 120 786 50
129 120 787 50
129 120 787 51
129 120 786 51
129 121 917 325
129 121 918 325
129 370 8 472
129 372 978 278
129 376 745 16
129 376 745 17
129 377 871 301
129 377 870 301
129 628 327 3
129 628 328 3
129 633 823 276
129 633 823 277
129 633 822 277
130 370 8 472
130 372 978 278
131 121 875 183
131 124 197 256
131 124 197 257
131 124 198 256
131 124 198 257
131 370 8 472
131 372 978 278
131 380 139 285
131 380 139 286
131 380 140 285
131 380 140 286
131 636 77 317
131 636 77 318
131 636 78 317
132 115 634 439
132 115 634 440
132 370 8 472
132 371 399 302
132 371 399 303
132 372 978 278
132 377 54 414
132 627 339 327
132 627 338 327
132 627 338 328
132 627 339 328
133 370 8 472
133 371 178 87
133 372 978 278
134 116 190 8
134 116 191 8
134 116 191 9
134 121 875 183
134 370 8 472
134 371 840 12
134 371 841 13
134 371 840 13
134 372 978 278
134 627 461 18
134 627 461 19
134 627 462 18
134 627 462 19
135 112 271 407
135 112 270 407
135 112 270 408
135 112 271 408
135 368 253 471
135 368 253 472
135 370 8 472
135 372 978 278
136 121 875 183
136 370 8 472
136 370 366 317
136 372 978 278
136 380 782 198
137 370 8 472
137 372 825 50
137 372 978 278
137 380 782 198
137 632 427 7
137 632 426 7
137 632 426 8
137 632 427 8
138 370 8 472
138 372 978 278
138 377 54 414
139 124 926 263
139 124 926 264
139 124 927 264
139 370 8 472
139 372 978 278
139 380 879 271
139 380 879 272
139 380 880 272
139 636 703 209
139 636 702 210
139 636 703 210
139 636 703 211
139 636 704 210
139 636 704 211
139 636 834 281
139 636 834 282
140 113 395 171
140 113 396 170
140 113 396 171
140 369 353 179
140 369 352 179
140 369 352 180
140 369 353 180
140 369 353 181
140 369 352 181
140 369 352 182
140 369 353 182
140 369 354 180
140 369 354 181
140 370 8 472
140 372 978 278
140 625 310 190
141 121 815 97
141 121 814 97
141 370 8 472
141 372 978 278
141 378 12 118
141 378 12 119
141 634 241 138
142 121 875 183
142 123 458 414
142 370 8 472
142 372 978 278
142 379 504 426
142 379 505 426
142 379 505 427
142 379 504 427
142 635 551 437
142 635 550 437
142 635 550 438
142 635 551 438
143 112 801 201
143 112 801 202
143 368 836 262
143 368 836 263
143 370 8 472
143 370 366 317
143 372 978 278
143 624 871 323
143 624 870 323
143 624 870 324
143 624 871 324
143 624 871 325
143 624 872 324
144 112 829 103
144 112 829 104
144 112 829 105
144 112 830 102
144 112 831 102
144 112 831 103
144 112 830 103
144 112 830 104
144 112 831 104
144 112 831 105
144 112 830 105
144 112 832 103
144 112 832 104
144 112 845 92
144 112 845 93
144 112 846 92
144 112 847 92
144 112 847 93
144 112 846 93
144 368 913 57
144 368 913 58
144 368 914 57
144 368 914 58
144 370 8 472
144 372 978 278
144 624 980 23
145 112 827 28
145 370 8 472
145 372 978 278
145 380 270 5
145 380 270 6
145 636 344 47
146 370 8 472
146 372 978 278
146 636 317 243
146 636 316 243
146 636 317 244
147 116 17 253
147 116 299 117
147 116 299 118
147 370 8 472
147 372 106 192
147 372 113 187
147 372 112 187
147 372 978 278
147 627 945 267
147 627 944 267
147 627 944 268
147 627 945 268
147 632 838 56
147 632 839 57
147 632 838 57
148 370 8 472
148 372 978 278
148 377 899 33
148 377 899 34
148 633 768 116
149 123 946 406
149 123 946 407
149 370 8 472
149 372 978 278
149 379 884 412
149 379 885 412
149 379 885 413
149 379 884 413
149 635 821 418
149 635 823 416
149 635 823 417
149 635 822 418
149 635 823 418
149 635 822 419
149 635 824 416
149 635 824 417
150 370 8 472
150 372 978 278
150 380 782 198
151 124 385 33
151 124 384 33
151 370 8 472
151 372 978 278
151 377 54 414
151 380 359 93
151 380 358 93
151 636 332 155
152 113 641 346
152 116 17 253
152 122 789 482
152 369 651 369
152 369 650 369
152 369 650 370
152 369 651 370
152 369 651 371
152 369 650 371
152 370 8 472
152 372 978 278
152 625 661 393
152 625 661 394
153 370 8 472
153 372 978 278
154 113 538 118
154 369 658 207
154 369 658 208
154 370 8 472
154 372 978 278
154 625 778 297
155 121 875 183
155 124 435 79
155 124 435 80
155 124 437 79
155 124 436 79
155 124 436 80
155 370 8 472
155 372 978 278
155 380 488 165
155 636 540 252
156 121 875 183
156 370 8 472
156 372 978 278
157 122 560 180
157 122 561 180
157 122 561 181
157 122 560 181
157 370 8 472
157 370 366 317
157 372 978 278
157 378 507 267
157 378 506 268
157 378 507 268
157 378 507 269
157 378 506 269
157 378 506 270
157 378 507 270
157 378 508 267
157 378 508 268
157 378 509 269
157 378 508 269
157 378 508 270
157 378 509 270
157 378 508 271
157 634 455 361
158 370 8 472
158 372 978 278
159 113 427 5
159 113 428 5
159 121 875 183
159 369 540 3
159 369 540 4
159 370 8 472
159 370 975 230
159 372 978 278
159 625 652 2
159 625 653 2
160 123 99 404
160 370 8 472
160 370 975 230
160 372 978 278
160 379 120 393
160 379 120 394
160 379 121 394
160 635 141 382
161 370 8 472
161 372 978 278
162 370 8 472
162 372 978 278
162 380 782 198
163 113 610 114
163 113 610 115
163 369 753 149
163 369 754 149
163 370 8 472
163 370 975 230
163 372 978 278
163 624 711 310
163 625 897 183
163 625 897 184
163 625 898 183
163 625 898 184
164 120 265 132
164 120 265 133
164 120 846 505
164 120 985 55
164 120 986 55
164 370 8 472
164 372 978 278
164 376 158 194
164 376 159 194
164 376 159 195
164 376 158 195
164 377 107 308
164 632 51 247
164 632 50 247
164 632 50 248
164 632 51 248
165 116 17 253
165 370 8 472
165 372 978 278
165 377 54 414
166 116 69 160
166 116 69 161
166 116 70 160
166 370 8 472
166 372 236 270
166 372 237 270
166 372 978 278
166 628 404 380
167 116 17 253
167 121 875 183
167 122 815 66
167 122 815 67
167 122 816 66
167 122 816 67
167 370 8 472
167 370 366 317
167 370 975 230
167 372 978 278
167 626 29 66
167 626 29 67
167 626 30 67
168 121 875 183
168 370 8 472
168 372 978 278
169 370 8 472
169 372 978 278
170 115 401 80
170 370 8 472
170 371 643 25
170 371 644 25
170 372 978 278
170 377 54 414
170 633 137 21
170 633 136 21
171 123 166 122
171 123 166 123
171 370 8 472
171 372 978 278
171 379 333 154
171 379 334 153
171 379 334 154
171 635 501 184
171 635 501 185
172 122 894 392
172 122 894 393
172 370 8 472
172 372 978 278
172 378 717 347
172 378 716 347
172 378 716 348
172 378 717 348
172 634 536 302
172 634 537 302
172 636 570 77
173 123 153 197
173 370 8 472
173 372 978 278
173 379 81 314
173 379 81 315
173 379 215 231
173 379 214 231
173 379 559 179
173 379 558 179
173 379 559 180
173 635 129 394
173 635 129 395
173 635 275 264
173 635 275 265
173 635 276 264
173 635 276 265
173 635 679 510
173 635 679 511
173 635 680 510
174 114 874 198
174 370 8 472
174 371 70 258
174 371 71 258
174 371 71 259
174 371 70 259
174 372 978 278
174 627 299 321
174 627 298 321
175 112 948 479
175 122 789 482
175 368 953 466
175 370 8 472
175 372 978 278
175 624 957 453
175 624 957 454
176 370 8 472
176 372 978 278
177 113 595 218
177 113 599 218
177 113 600 218
177 121 875 183
177 369 697 209
177 369 696 209
177 369 696 210
177 369 697 210
177 370 8 472
177 372 978 278
177 625 794 200
177 625 794 201
178 115 472 85
178 115 472 86
178 122 789 482
178 370 8 472
178 371 208 33
178 371 208 34
178 371 209 34
178 372 978 278
178 634 47 8
178 634 47 9
178 634 46 9
178 634 46 10
178 634 47 10
178 634 48 8
