LECROYHDO9404,30214,Waveform
Segments,1,SegmentSize,2002
Ampl
-0.134046
-0.139401
-0.142943
-0.140005
-0.138055
-0.140939
-0.139264
-0.129405
-0.124956
-0.13454
-0.145937
-0.146596
-0.142229
-0.140362
-0.134567
-0.12199
-0.116909
-0.128169
-0.140801
-0.138495
-0.127867
-0.123473
-0.125395
-0.127537
-0.130585
-0.132535
-0.125395
-0.114383
-0.117266
-0.132508
-0.134595
-0.11625
-0.104798
-0.117925
-0.135117
-0.135391
-0.131272
-0.138385
-0.142532
-0.127674
-0.110098
-0.112735
-0.127565
-0.133469
-0.130997
-0.131629
-0.131684
-0.124461
-0.119985
-0.127427
-0.135144
-0.131052
-0.124516
-0.126823
-0.129405
-0.123116
-0.118639
-0.126823
-0.137781
-0.139785
-0.138852
-0.141296
-0.139099
-0.129844
-0.127894
-0.137259
-0.139209
-0.125862
-0.118365
-0.130833
-0.144783
-0.142394
-0.136792
-0.143905
-0.151567
-0.144454
-0.133908
-0.134979
-0.137314
-0.127922
-0.120974
-0.134677
-0.157059
-0.163348
-0.152693
-0.142669
-0.140774
-0.1433
-0.148875
-0.153874
-0.148903
-0.135968
-0.132425
-0.143575
-0.151017
-0.143053
-0.133579
-0.134842
-0.135968
-0.127839
-0.124269
-0.13649
-0.148875
-0.144179
-0.132727
-0.132755
-0.140252
-0.141351
-0.138083
-0.138961
-0.138852
-0.130997
-0.125203
-0.13292
-0.145909
-0.148766
-0.141955
-0.13605
-0.134183
-0.134897
-0.140032
-0.146871
-0.145909
-0.137451
-0.135227
-0.142889
-0.14547
-0.135941
-0.129048
-0.135117
-0.141653
-0.137149
-0.131382
-0.134375
-0.136517
-0.12913
-0.124571
-0.13487
-0.148216
-0.147694
-0.137231
-0.130146
-0.1274
-0.125532
-0.130009
-0.14201
-0.147283
-0.136984
-0.124873
-0.126164
-0.133414
-0.132316
-0.127317
-0.131382
-0.141213
-0.142834
-0.134842
-0.127976
-0.127262
-0.129102
-0.131766
-0.136353
-0.140884
-0.143136
-0.144701
-0.145415
-0.141131
-0.132618
-0.128169
-0.131409
-0.136435
-0.14017
-0.146898
-0.155164
-0.154999
-0.14536
-0.138824
-0.141104
-0.142532
-0.13811
-0.136929
-0.14157
-0.139346
-0.126851
-0.122319
-0.136819
-0.153297
-0.152528
-0.142065
-0.139318
-0.142724
-0.140801
-0.13605
-0.138165
-0.143712
-0.142065
-0.134018
-0.128333
-0.126988
-0.127235
-0.130778
-0.138165
-0.142724
-0.140582
-0.138192
-0.139895
-0.139016
-0.131519
-0.126823
-0.132947
-0.141653
-0.140966
-0.133579
-0.129816
-0.130173
-0.127922
-0.122786
-0.120671
-0.123775
-0.129597
-0.135199
-0.137012
-0.132398
-0.126082
-0.126768
