LECROYHDO9404,30214,Waveform
Segments,1,SegmentSize,2002
Ampl
-0.128608
-0.145772
-0.157718
-0.150743
-0.136957
-0.132151
-0.133524
-0.132343
-0.132508
-0.139813
-0.145937
-0.140142
-0.127784
-0.121962
-0.124406
-0.128086
-0.131492
-0.137149
-0.142312
-0.142889
-0.140609
-0.137863
-0.132453
-0.125313
-0.124434
-0.132453
-0.14017
-0.140444
-0.138302
-0.138879
-0.137478
-0.131437
-0.130119
-0.140664
-0.153764
-0.156125
-0.14904
-0.143136
-0.142449
-0.143822
-0.144893
-0.143767
-0.138412
-0.13281
-0.134293
-0.140032
-0.138467
-0.129377
-0.126686
-0.134815
-0.140554
-0.137231
-0.13605
-0.142889
-0.145333
-0.136462
-0.129816
-0.135034
-0.140746
-0.137533
-0.135584
-0.142257
-0.14514
-0.136188
-0.129487
-0.135474
-0.141049
-0.135584
-0.132975
-0.144481
-0.153681
-0.143355
-0.126494
-0.125065
-0.136023
-0.142394
-0.140829
-0.136902
-0.130311
-0.123994
-0.129295
-0.144317
-0.148189
-0.133689
-0.122621
-0.130256
-0.140252
-0.135611
-0.128333
-0.134897
-0.146184
-0.146486
-0.140966
-0.140417
-0.139099
-0.130585
-0.126054
-0.134238
-0.142229
-0.137643
-0.130942
-0.134348
-0.138
-0.129707
-0.120507
-0.126494
-0.139483
-0.140582
-0.131849
-0.129954
-0.136023
-0.135968
-0.128086
-0.127345
-0.139154
-0.148244
-0.141296
-0.128031
-0.128333
-0.144701
-0.15835
-0.153132
-0.135721
-0.126988
-0.137204
-0.155768
-0.165572
-0.161563
-0.151457
-0.143822
-0.141488
-0.14352
-0.146266
-0.143603
-0.133551
-0.124351
-0.125203
-0.132316
-0.134238
-0.130887
-0.133139
-0.141818
-0.144097
-0.1366
-0.133963
-0.144234
-0.15294
-0.145333
-0.129377
-0.122374
-0.127098
-0.135584
-0.144481
-0.152391
-0.153846
-0.148106
-0.142806
-0.139566
-0.131217
-0.121111
-0.125422
-0.145086
-0.157526
-0.149754
-0.137094
-0.134815
-0.135336
-0.130173
-0.128333
-0.135007
-0.137149
-0.1288
-0.124599
-0.129789
-0.126384
-0.109192
-0.104222
-0.126494
-0.150468
-0.149891
-0.137451
-0.135858
-0.13844
-0.129981
-0.120864
-0.1274
-0.139621
-0.139264
-0.131602
-0.131464
-0.135364
-0.133112
-0.129624
-0.132261
-0.134238
-0.130915
-0.132892
-0.143712
-0.146706
-0.133963
-0.125505
-0.137478
-0.153709
-0.152665
-0.141735
-0.139675
-0.143877
-0.140444
-0.131821
-0.129926
-0.133469
-0.133853
-0.133304
-0.138028
-0.142943
-0.140746
-0.136627
-0.138577
-0.142504
-0.141241
-0.13822
-0.138824
-0.138412
-0.132261
-0.12718
