Gain,Gain_err,Bias,Bias_err
28.588785046728912,201.54527731803094,150,1
35.57381615598884,232.48353671044583,175,1
57.131284916200926,375.21328314184547,200,1
51.691029900332396,397.4235292323304,210,1
108.98692810457506,883.6196314301949,220,1
221.4587155963296,2280.9405094386047,230,1
237.9506172839498,1821.7170267542508,240,1
295.2799999999999,1795.6590945461232,245,1
451.191011235955,3053.5413651843937,250,1
