x,y
23275.0,31.25
23300.0,31.25
23325.0,31.25
23350.0,31.875
23375.0,31.25
23400.0,31.875
23425.0,31.875
23450.0,31.875
23475.0,31.875
23500.0,32.5
23525.0,33.125
23550.0,32.5
23575.0,31.875
23600.0,31.875
23625.0,31.25
23650.0,30.625
23675.0,30.625
23700.0,30.625
23725.0,30.0
23750.0,30.625
23775.0,30.625
23800.0,30.625
23825.0,31.875
23850.0,31.25
23875.0,30.625
23900.0,30.0
23925.0,30.0
23950.0,30.625
23975.0,30.0
24000.0,29.375
24025.0,29.375
24050.0,28.75
24075.0,28.75
24100.0,28.75
24125.0,28.75
24150.0,29.375
24175.0,29.375
24200.0,30.0
24225.0,30.625
24250.0,30.0
24275.0,29.375
24300.0,30.0
24325.0,30.0
24350.0,28.75
24375.0,28.125
24400.0,28.125
24425.0,28.75
24450.0,28.75
24475.0,28.75
24500.0,28.125
24525.0,28.125
24550.0,28.75
24575.0,27.5
24600.0,27.5
24625.0,29.375
24650.0,28.125
24675.0,27.5
24700.0,28.125
24725.0,27.5
24750.0,27.5
24775.0,28.125
24800.0,27.5
24825.0,30.0
24850.0,30.0
24875.0,28.75
24900.0,28.125
24925.0,28.125
24950.0,28.75
24975.0,28.75
25000.0,27.5
25025.0,26.875
25050.0,25.625
25075.0,26.25
25100.0,26.875
25125.0,26.25
25150.0,26.25
25175.0,26.25
25200.0,25.625
25225.0,25.625
25250.0,26.25
25275.0,26.25
25300.0,26.25
25325.0,26.25
25350.0,26.25
25375.0,27.5
25400.0,26.875
25425.0,26.25
25450.0,26.875
25475.0,26.875
25500.0,25.0
25525.0,23.75
25550.0,26.25
25575.0,26.875
25600.0,25.625
25625.0,25.0
25650.0,26.875
25675.0,26.875
25700.0,25.625
25725.0,25.625
25750.0,26.25
25775.0,25.0
25800.0,25.0
25825.0,26.25
25850.0,26.25
25875.0,25.625
25900.0,25.625
25925.0,26.875
25950.0,26.25
25975.0,25.0
26000.0,26.25
26025.0,26.25
26050.0,26.25
26075.0,26.25
26100.0,26.875
26125.0,26.875
26150.0,25.625
26175.0,23.75
26200.0,25.0
26225.0,25.625
26250.0,25.625
26275.0,25.625
26300.0,25.625
26325.0,25.625
26350.0,26.25
26375.0,25.625
26400.0,25.0
26425.0,25.0
26450.0,25.625
26475.0,25.625
26500.0,25.625
26525.0,25.625
26550.0,25.625
26575.0,24.375
26600.0,23.75
26625.0,25.0
26650.0,25.0
26675.0,25.0
26700.0,25.0
26725.0,25.0
26750.0,24.375
26775.0,24.375
26800.0,24.375
26825.0,24.375
26850.0,24.375
26875.0,24.375
26900.0,23.75
26925.0,24.375
26950.0,25.0
26975.0,25.625
27000.0,26.25
27025.0,25.625
27050.0,26.25
27075.0,26.25
27100.0,26.25
27125.0,26.25
27150.0,26.25
27175.0,26.25
27200.0,26.25
27225.0,26.25
27250.0,25.625
27275.0,25.625
27300.0,25.625
27325.0,25.0
27350.0,25.625
27375.0,26.25
27400.0,26.875
27425.0,25.625
27450.0,25.625
27475.0,26.25
27500.0,25.0
27525.0,24.375
27550.0,25.0
27575.0,25.0
27600.0,25.0
27625.0,23.75
27650.0,23.75
27675.0,24.375
27700.0,25.0
27725.0,25.0
27750.0,23.75
27775.0,23.125
27800.0,23.125
27825.0,22.5
27850.0,22.5
27875.0,23.75
27900.0,23.75
27925.0,23.75
27950.0,23.75
27975.0,23.75
28000.0,24.375
28025.0,24.375
28050.0,24.375
28075.0,24.375
28100.0,24.375
28125.0,24.375
28150.0,24.375
28175.0,24.375
28200.0,22.5
28225.0,22.5
28250.0,23.125
28275.0,23.125
28300.0,23.75
28325.0,23.75
28350.0,23.75
28375.0,23.75
28400.0,23.75
28425.0,23.75
28450.0,23.75
28475.0,23.75
28500.0,23.75
28525.0,25.0
28550.0,26.25
28575.0,25.0
28600.0,24.375
28625.0,25.625
28650.0,24.375
28675.0,23.125
28700.0,24.375
28725.0,23.75
28750.0,23.125
28775.0,23.125
28800.0,21.25
28825.0,21.875
28850.0,24.375
28875.0,24.375
28900.0,23.125
28925.0,23.125
28950.0,23.75
28975.0,23.125
29000.0,23.125
29025.0,23.75
29050.0,24.375
29075.0,25.625
29100.0,25.0
29125.0,24.375
29150.0,23.125
29175.0,23.125
29200.0,22.5
29225.0,21.25
29250.0,22.5
29275.0,24.375
29300.0,25.0
29325.0,23.75
29350.0,23.75
29375.0,23.75
29400.0,23.75
29425.0,23.75
29450.0,23.75
29475.0,23.75
29500.0,24.375
29525.0,24.375
29550.0,24.375
29575.0,23.75
29600.0,23.75
29625.0,23.125
29650.0,23.75
29675.0,23.75
29700.0,23.125
29725.0,23.125
29750.0,23.125
29775.0,23.125
29800.0,23.125
29825.0,23.125
29850.0,23.125
29875.0,24.375
29900.0,25.0
29925.0,24.375
29950.0,24.375
29975.0,23.75
30000.0,24.375
30025.0,24.375
30050.0,23.75
30075.0,23.125
30100.0,23.75
30125.0,23.75
30150.0,23.125
30175.0,23.125
30200.0,22.5
30225.0,22.5
30250.0,23.125
30275.0,23.125
30300.0,22.5
30325.0,23.125
30350.0,23.125
30375.0,23.125
30400.0,22.5
30425.0,22.5
30450.0,22.5
30475.0,23.125
30500.0,22.5
30525.0,22.5
30550.0,23.125
30575.0,22.5
30600.0,22.5
30625.0,23.125
30650.0,23.75
30675.0,23.75
30700.0,23.125
30725.0,23.125
30750.0,22.5
30775.0,22.5
30800.0,23.125
30825.0,21.875
30850.0,21.25
30875.0,21.25
30900.0,21.875
30925.0,23.125
30950.0,23.125
30975.0,23.125
31000.0,23.125
31025.0,23.125
31050.0,23.125
31075.0,23.75
31100.0,23.75
31125.0,23.75
31150.0,23.75
31175.0,23.75
31200.0,23.75
31225.0,22.5
31250.0,21.25
31275.0,23.125
31300.0,23.75
31325.0,23.125
31350.0,23.75
31375.0,23.75
31400.0,23.75
31425.0,23.125
31450.0,23.125
31475.0,23.125
31500.0,22.5
31525.0,21.875
31550.0,23.75
31575.0,23.75
31600.0,22.5
31625.0,22.5
31650.0,22.5
31675.0,22.5
31700.0,23.125
31725.0,23.125
31750.0,23.125
31775.0,23.125
31800.0,23.75
31825.0,23.75
31850.0,23.125
31875.0,22.5
31900.0,21.25
31925.0,22.5
31950.0,24.375
31975.0,23.75
32000.0,21.875
32025.0,22.5
32050.0,24.375
32075.0,23.75
32100.0,23.75
32125.0,23.75
32150.0,24.375
32175.0,23.75
32200.0,23.75
32225.0,23.125
32250.0,23.125
32275.0,23.75
32300.0,24.375
32325.0,24.375
32350.0,24.375
32375.0,24.375
32400.0,23.75
32425.0,23.75
32450.0,24.375
32475.0,23.75
32500.0,23.75
32525.0,23.75
32550.0,23.75
32575.0,23.125
32600.0,22.5
32625.0,21.875
32650.0,22.5
32675.0,22.5
32700.0,23.125
32725.0,23.75
32750.0,24.375
32775.0,24.375
32800.0,23.75
32825.0,23.125
32850.0,23.125
32875.0,23.125
32900.0,23.75
32925.0,23.75
32950.0,23.125
32975.0,23.125
33000.0,23.75
33025.0,23.125
33050.0,22.5
33075.0,23.125
33100.0,24.375
33125.0,25.0
33150.0,25.0
33175.0,24.375
33200.0,23.75
33225.0,23.75
33250.0,23.125
33275.0,23.125
33300.0,23.75
33325.0,24.375
33350.0,24.375
33375.0,23.75
33400.0,23.75
33425.0,24.375
33450.0,24.375
33475.0,24.375
33500.0,25.0
33525.0,25.0
33550.0,24.375
33575.0,23.75
33600.0,21.875
33625.0,21.25
33650.0,22.5
33675.0,23.75
33700.0,23.75
33725.0,23.125
33750.0,23.125
33775.0,23.75
33800.0,23.125
33825.0,23.75
33850.0,23.75
33875.0,23.125
33900.0,23.125
33925.0,23.125
33950.0,23.125
33975.0,22.5
34000.0,22.5
34025.0,22.5
34050.0,23.125
34075.0,23.75
34100.0,23.125
34125.0,23.125
34150.0,23.125
34175.0,22.5
34200.0,21.875
34225.0,21.875
34250.0,22.5
34275.0,22.5
34300.0,22.5
34325.0,22.5
34350.0,22.5
34375.0,23.125
34400.0,23.125
34425.0,22.5
34450.0,23.125
34475.0,23.75
34500.0,23.125
34525.0,23.75
34550.0,24.375
34575.0,24.375
34600.0,24.375
34625.0,23.75
34650.0,21.875
34675.0,22.5
34700.0,23.125
34725.0,22.5
34750.0,23.125
34775.0,23.125
34800.0,23.125
34825.0,23.125
34850.0,22.5
34875.0,22.5
34900.0,21.875
34925.0,22.5
34950.0,23.125
34975.0,23.125
35000.0,23.125
35025.0,23.125
35050.0,23.125
35075.0,23.125
35100.0,22.5
35125.0,22.5
35150.0,21.875
35175.0,21.25
35200.0,22.5
35225.0,23.125
35250.0,22.5
35275.0,23.125
35300.0,23.75
35325.0,23.125
35350.0,23.75
35375.0,23.125
35400.0,22.5
35425.0,23.75
35450.0,23.75
35475.0,23.125
35500.0,23.75
35525.0,24.375
35550.0,23.75
35575.0,23.125
35600.0,23.125
35625.0,23.125
35650.0,23.125
35675.0,23.125
35700.0,23.125
35725.0,22.5
35750.0,23.125
35775.0,23.125
35800.0,21.875
35825.0,21.875
35850.0,21.875
35875.0,22.5
35900.0,23.75
35925.0,22.5
35950.0,21.25
35975.0,21.25
36000.0,21.875
36025.0,22.5
36050.0,21.875
36075.0,22.5
36100.0,23.125
36125.0,23.125
36150.0,23.75
36175.0,23.125
36200.0,21.25
36225.0,21.25
36250.0,21.25
36275.0,21.875
36300.0,22.5
36325.0,22.5
36350.0,23.125
36375.0,23.125
36400.0,23.125
36425.0,23.125
36450.0,23.125
36475.0,23.125
36500.0,23.125
36525.0,23.75
36550.0,23.125
36575.0,23.125
36600.0,24.375
36625.0,24.375
36650.0,23.75
36675.0,24.375
36700.0,24.375
36725.0,23.75
36750.0,23.125
36775.0,22.5
36800.0,23.125
36825.0,23.125
36850.0,23.125
36875.0,23.125
36900.0,22.5
36925.0,22.5
36950.0,22.5
36975.0,21.875
37000.0,21.875
37025.0,23.125
37050.0,23.125
37075.0,22.5
37100.0,23.125
37125.0,23.125
37150.0,23.125
37175.0,23.75
37200.0,23.75
37225.0,24.375
37250.0,23.75
37275.0,23.125
37300.0,23.75
37325.0,23.75
37350.0,23.75
37375.0,24.375
37400.0,23.75
37425.0,23.125
37450.0,23.125
37475.0,23.125
37500.0,21.875
37525.0,21.875
37550.0,23.125
37575.0,23.125
37600.0,22.5
37625.0,22.5
37650.0,23.125
37675.0,23.125
37700.0,23.125
37725.0,22.5
37750.0,22.5
37775.0,23.125
37800.0,23.125
37825.0,22.5
37850.0,21.875
37875.0,21.875
37900.0,21.875
37925.0,21.875
37950.0,21.875
37975.0,21.875
38000.0,21.875
38025.0,23.125
38050.0,23.75
38075.0,23.125
38100.0,22.5
38125.0,23.125
38150.0,23.75
38175.0,23.75
38200.0,23.125
38225.0,23.75
38250.0,24.375
38275.0,23.75
38300.0,23.125
38325.0,23.75
38350.0,25.0
38375.0,24.375
38400.0,22.5
38425.0,21.875
38450.0,23.75
38475.0,23.75
38500.0,22.5
38525.0,23.125
38550.0,23.75
38575.0,23.125
38600.0,22.5
38625.0,21.25
38650.0,22.5
38675.0,25.0
38700.0,24.375
38725.0,23.125
38750.0,23.125
38775.0,23.125
38800.0,22.5
38825.0,23.125
38850.0,22.5
38875.0,23.125
38900.0,24.375
38925.0,24.375
