x,y
38950.0,23.75
38975.0,23.125
39000.0,23.125
39025.0,23.125
39050.0,23.125
39075.0,22.5
39100.0,22.5
39125.0,22.5
39150.0,22.5
39175.0,23.125
39200.0,22.5
39225.0,23.125
39250.0,23.75
39275.0,23.75
39300.0,23.75
39325.0,23.75
39350.0,23.75
39375.0,23.125
39400.0,23.125
39425.0,23.125
39450.0,23.75
39475.0,23.125
39500.0,22.5
39525.0,23.125
39550.0,23.125
39575.0,23.125
39600.0,22.5
39625.0,22.5
39650.0,22.5
39675.0,22.5
39700.0,23.125
39725.0,23.125
39750.0,22.5
39775.0,21.875
39800.0,22.5
39825.0,23.125
39850.0,23.125
39875.0,23.125
39900.0,23.125
39925.0,22.5
39950.0,22.5
39975.0,22.5
40000.0,21.875
40025.0,21.25
40050.0,21.875
40075.0,22.5
40100.0,23.125
40125.0,23.125
40150.0,23.75
40175.0,23.125
40200.0,23.125
40225.0,23.75
40250.0,23.75
40275.0,23.75
40300.0,23.75
40325.0,23.125
40350.0,22.5
40375.0,23.125
40400.0,22.5
40425.0,23.125
40450.0,23.125
40475.0,23.125
40500.0,23.75
40525.0,23.75
40550.0,23.125
40575.0,23.75
40600.0,23.75
40625.0,23.75
40650.0,23.75
40675.0,23.125
40700.0,23.125
40725.0,23.125
40750.0,23.125
40775.0,22.5
40800.0,22.5
40825.0,22.5
40850.0,22.5
40875.0,21.875
40900.0,21.25
40925.0,21.875
40950.0,22.5
40975.0,22.5
41000.0,22.5
41025.0,22.5
41050.0,22.5
41075.0,21.875
41100.0,21.875
41125.0,22.5
41150.0,22.5
41175.0,21.875
41200.0,21.875
41225.0,22.5
41250.0,22.5
41275.0,22.5
41300.0,23.125
41325.0,23.75
41350.0,24.375
41375.0,23.75
41400.0,23.125
41425.0,23.75
41450.0,24.375
41475.0,24.375
41500.0,23.75
41525.0,23.125
41550.0,23.125
41575.0,23.125
41600.0,23.75
41625.0,24.375
41650.0,23.125
41675.0,23.125
41700.0,23.125
41725.0,22.5
41750.0,22.5
41775.0,22.5
41800.0,21.875
41825.0,22.5
41850.0,22.5
41875.0,23.125
41900.0,23.125
41925.0,23.125
41950.0,24.375
41975.0,23.75
42000.0,21.875
42025.0,22.5
42050.0,23.75
42075.0,23.125
42100.0,23.125
42125.0,23.125
42150.0,23.125
42175.0,23.125
42200.0,23.125
42225.0,23.125
42250.0,23.125
42275.0,22.5
42300.0,23.125
42325.0,23.75
42350.0,23.75
42375.0,24.375
42400.0,23.125
42425.0,23.125
42450.0,23.75
42475.0,21.875
42500.0,21.25
42525.0,21.875
42550.0,22.5
42575.0,22.5
42600.0,21.875
42625.0,21.25
42650.0,21.25
42675.0,21.875
42700.0,21.25
42725.0,21.25
42750.0,21.25
42775.0,21.875
42800.0,21.875
42825.0,21.875
42850.0,21.875
42875.0,22.5
42900.0,23.125
42925.0,23.125
42950.0,22.5
42975.0,22.5
43000.0,24.375
43025.0,24.375
43050.0,23.125
43075.0,23.75
43100.0,25.0
43125.0,25.0
43150.0,25.0
43175.0,23.75
43200.0,23.75
43225.0,23.75
43250.0,21.875
43275.0,23.125
43300.0,23.75
43325.0,23.125
43350.0,23.125
43375.0,23.125
43400.0,22.5
43425.0,23.125
43450.0,23.125
43475.0,23.125
43500.0,23.125
43525.0,23.125
43550.0,23.125
43575.0,23.125
43600.0,22.5
43625.0,22.5
43650.0,23.125
43675.0,22.5
43700.0,21.875
43725.0,22.5
43750.0,23.125
43775.0,23.125
43800.0,22.5
43825.0,22.5
43850.0,23.125
43875.0,21.25
43900.0,21.25
43925.0,22.5
43950.0,21.875
43975.0,21.875
44000.0,21.875
44025.0,22.5
44050.0,22.5
44075.0,22.5
44100.0,21.875
44125.0,22.5
44150.0,23.125
44175.0,23.125
44200.0,23.125
44225.0,22.5
44250.0,22.5
44275.0,22.5
44300.0,23.125
44325.0,23.125
44350.0,23.75
44375.0,23.75
44400.0,23.75
44425.0,25.0
44450.0,25.0
44475.0,23.125
44500.0,23.125
44525.0,23.75
44550.0,23.75
44575.0,23.75
44600.0,24.375
44625.0,23.75
44650.0,23.125
44675.0,23.75
44700.0,23.125
44725.0,22.5
44750.0,23.125
44775.0,23.125
44800.0,21.875
44825.0,22.5
44850.0,23.75
44875.0,24.375
44900.0,23.75
44925.0,23.75
44950.0,23.125
44975.0,22.5
45000.0,22.5
45025.0,21.25
45050.0,21.25
45075.0,21.875
45100.0,22.5
45125.0,22.5
45150.0,22.5
45175.0,22.5
45200.0,23.75
45225.0,23.75
45250.0,23.125
45275.0,23.125
45300.0,22.5
45325.0,23.125
45350.0,23.75
45375.0,23.125
45400.0,23.125
45425.0,23.125
45450.0,23.125
45475.0,23.125
45500.0,23.125
45525.0,23.125
45550.0,23.125
45575.0,22.5
45600.0,22.5
45625.0,23.125
45650.0,22.5
45675.0,23.125
45700.0,23.75
45725.0,23.125
45750.0,23.75
45775.0,23.75
45800.0,22.5
45825.0,22.5
45850.0,23.125
45875.0,23.75
45900.0,23.125
45925.0,22.5
45950.0,23.125
45975.0,23.125
46000.0,23.125
46025.0,23.125
46050.0,23.125
46075.0,23.125
46100.0,23.125
46125.0,23.125
46150.0,23.75
46175.0,23.75
46200.0,23.125
46225.0,23.75
46250.0,23.75
46275.0,23.125
46300.0,23.75
46325.0,23.125
46350.0,21.875
46375.0,21.875
46400.0,21.875
46425.0,22.5
46450.0,22.5
46475.0,23.125
46500.0,23.125
46525.0,23.125
46550.0,23.125
46575.0,23.75
46600.0,23.75
46625.0,23.125
46650.0,23.125
46675.0,23.75
46700.0,23.125
46725.0,23.125
46750.0,21.875
46775.0,21.875
46800.0,24.375
46825.0,25.0
46850.0,23.75
46875.0,23.125
46900.0,22.5
46925.0,21.875
46950.0,21.875
46975.0,22.5
47000.0,22.5
47025.0,23.125
47050.0,23.125
47075.0,23.125
47100.0,24.375
47125.0,25.0
47150.0,24.375
47175.0,23.125
47200.0,23.75
47225.0,23.75
47250.0,23.75
47275.0,23.75
47300.0,23.125
47325.0,23.125
47350.0,23.125
47375.0,23.75
47400.0,23.75
47425.0,23.75
47450.0,23.75
47475.0,23.75
47500.0,23.125
47525.0,23.125
47550.0,23.125
47575.0,22.5
47600.0,22.5
47625.0,22.5
47650.0,22.5
47675.0,22.5
47700.0,23.125
47725.0,22.5
47750.0,23.125
47775.0,23.125
47800.0,21.875
47825.0,21.875
47850.0,22.5
47875.0,23.125
47900.0,23.125
47925.0,23.75
47950.0,23.125
47975.0,22.5
48000.0,23.125
48025.0,23.125
48050.0,23.75
48075.0,23.125
48100.0,23.125
48125.0,23.125
48150.0,23.75
48175.0,23.75
48200.0,23.75
48225.0,23.75
48250.0,23.125
48275.0,23.125
48300.0,22.5
48325.0,22.5
48350.0,22.5
48375.0,22.5
48400.0,22.5
48425.0,21.875
48450.0,22.5
48475.0,22.5
48500.0,21.875
48525.0,22.5
48550.0,22.5
48575.0,22.5
48600.0,22.5
48625.0,23.125
48650.0,23.125
48675.0,22.5
48700.0,22.5
48725.0,22.5
48750.0,22.5
48775.0,21.875
48800.0,22.5
48825.0,23.125
48850.0,22.5
48875.0,22.5
48900.0,23.75
48925.0,24.375
48950.0,23.75
48975.0,23.75
49000.0,24.375
49025.0,24.375
49050.0,25.0
49075.0,24.375
49100.0,23.75
49125.0,25.0
49150.0,25.0
49175.0,24.375
49200.0,24.375
49225.0,23.75
49250.0,23.75
49275.0,24.375
49300.0,24.375
49325.0,24.375
49350.0,25.0
49375.0,24.375
49400.0,23.125
49425.0,22.5
49450.0,22.5
49475.0,22.5
49500.0,22.5
49525.0,22.5
49550.0,21.875
49575.0,21.875
49600.0,21.875
49625.0,22.5
49650.0,23.125
49675.0,23.125
49700.0,23.75
49725.0,23.125
49750.0,23.125
49775.0,22.5
49800.0,23.125
49825.0,23.125
49850.0,23.75
49875.0,24.375
49900.0,25.0
49925.0,24.375
49950.0,25.0
49975.0,25.0
50000.0,24.375
50025.0,23.75
50050.0,24.375
50075.0,25.0
50100.0,25.0
50125.0,24.375
50150.0,24.375
50175.0,23.75
50200.0,23.75
50225.0,23.125
50250.0,23.125
50275.0,23.75
50300.0,23.75
50325.0,23.75
50350.0,24.375
50375.0,24.375
50400.0,23.75
50425.0,23.75
50450.0,23.75
50475.0,24.375
50500.0,24.375
50525.0,23.75
50550.0,6.25
